label,label_text,clean_text
1,Positive,استمتعت النظافه تجاوب طاقم الخدمه سهوله طريق الوصول مقابل مجمع برجمان اول ماتطلع من البوابه بتجاه اليسار يوجد عده مطاعم وصيدليه وسوبرماركت كبيره وصراف ،،ولا انسي اشكر الاخ ايمن علي ماقدمه لي من خدمات موظف البركه سيرلانكي اوهندي ماعرف بالضبط ،،لغته ضعيفه ومايفهم الا بالاشارت،، الواي فاي يفصل عند نزولك للوبي وتضطر تشبك مره ثاني
2,Mixed,انتهيت سريعا من قراءه جوانتنامو الروايه الثانيه من ثلاثيه الدكتور يوسف زيدان والتي بداها بروايه محال وتدور احداث هذا الجزء منذ نهايه احداث الجزء الثاني حيث يقع الشاب السوداني في قبضه القوات الامريكيه في باكستان ويرسل مع كتير من المعتقلين الي السجن الرهيب المسمي جوانتنامو حيث يرسم لنا الكاتب مدي الوحشيه التي يتعامل بها الامريكيون مع اسراهم بعيدا عن الديمقراطيه والحريه التي يتشدقون بها مرارا ونجح الكاتب في هذا الجزء في جعل البطل وكانه قطب من الاقطاب الصوفيين في خلواتهم مع الله سبحانه وتعالي ، فهو يتنعم في سجنه مع ايات القران الكريم التي يحفظها وعلي الرغم من انواع العذاب التي راها في سجنه الا انه استطاع ان يتاقلم مع هذا الوضع المزري ويصبر حتي جاء الفرج من عند الله وينقل لنا الكاتب صوره المسجونين في هذا السجن من العرب الذين اختطفتهم المخابرات الامريكيه اثناء حربهم في افغانستان وما بعدها وكيف ان هؤلاء المسجونين تم تجريدهم من انسانيتهم علي ايدي جزارين اقصد السجانين الامريكيين وجعلوا من معظمهم اشباه بشر لن يستطيعوا الانخراط في الجماعات الانسانيه مره اخري لا لذنب ارتكبوه فمعظمهم يقبع في هذا السجن الموحش بلا تهمه اصلا لم يعجبني في الروايه ان الكاتب بدا يلمح في نهايه الكتاب بعلاقه الاسلاميين في الدول العربيه بالمخابرات الامريكيه وان المخابرات الامريكيه هي التي تمول انشتطهم وستدفعهم الي الحياه السياسيه في الكثير من الدول العربيه وعلي راسها مصر مستندا في ذلك علي الاحداث التي جرت بعد ثورات الربيع العربي، وكيف صعد الاسلاميون بسرعه في مقدمه الاحداث ولكنهم سقطوا بسرعه ايضا قبل ان يكتب يوسف زيدان الجزء الثالث والاخير من هذه السلسله ، واظن ان امله سيخيب وفي النهايه انا متشوق لقراءه الجزء الاخير من هذه السلسله الممتعه والذي صرح الكاتب ان اسمه سيكون نورا علي اسم بطله الروايه في جزئها الاول
2,Mixed,مقبول الموقع بالبسبه للحرم النظافه سيئه جدا
2,Mixed,مقبول خدمات الزبائن كانت سيئه
2,Mixed,لاشك ان محمد براده في الروايه لم يقدم نماذج للشرائح الاجتماعيه المختلفه في المغرب، ولكنه صب اهتمامه علي شريحه تمثل النخبه بعدد من تنوعاتها؛ ليس فقط في شخصياتها الرئيسه توفيق و فالح و نبيهه ، بل الشخصيات الثانويه التي جاورتهم اخو توفيق علي ، ذلك المعارض اليساري الذي هرب الي فرنسا حينما فقد الامل من المعارضه في بلاده، ولازال باقيا علي العهد، وتلك المواجهه الطويله التي تدور بينهما في فرنسا بين وجهتي النظر الثوريه والمحافظه والتي تكاد تنطبق علي منطق الاصلاح والثوره في كل زمان ومكان، كذلك نجد صديق فالح حفيظ مثلا وجها اخر مختلفا، وان كان فالح قد حافظ علي علاقته به طوال الوقت الا انه يرصد اختلافه وتميزه عنه، ونلمح ما تشترك فيه الشخصيات كلها من رغبه في التحرر وسعي نحو التغيير ورغم ما منيت به الثورات العربيه من اخفاقات، فانه يبدو جليا ان اي من حركه واعيه او ثوره قادره علي فرض شروطها وتجاوز هذا الزمان واحباطاته المتتاليه الي المستقبل البناء تظل بلا شك بحاجه ماسه لقراءه الماضي بوعي والتعلم من مواطن الاخفاق والفشل فيه، وكذا بيان وتوضيح اسئله الهويه بشكل لا لبس فيه سواء تلك الاسئله المتعلقه بالدين وعلاقه الفرد به او المرتبطه بالاخر ومدي التاثير والتاثر الناجم عن الاختلاط به بل واسئله اخري تتعلق بدور المراه في المجتمعات، والجنس وغيرها من الاشكالات في النهايه يبدو الحل الرومانسي في كون كتابه الروايات بعيدا من الضوضاء وقريبا من السكات، بعد كل تلك الصراعات والاحداث والمواقف، هي الحل النهائي والطريقه المثلي التي يقدمها الكاتب ويتبناها ويري فيها دوره بكل جلاء لا اعرف ما الذي يمكن ان اصرخ به، انما اعرف ان الضوضاء الكثيفه من حولي ستجعلني اصرخ ضدها، ضد التكبيرات والتهليلات والابتهالات والولاءات المتدفقه في كل ساعه وحين، ضد الاستنجاد بمن في السماء، ضد الاباء الذين لالغه يلوكونها سوي لغه الاجداد هي ضوضاء تشعل العقل والاحاسيس فنغدوا اشبه باجساد اليه مشحونه باحاديث وامثال ونصائح تنتمي الي عصور خلت، ضد كل هذا ساصرخ، ولو قدر لي ان اكتب روايه مسموعه امسرحها واتلوها علي مسامع اناس يتيهون في الطرقات والساحات ويتطلعون الي ضوء يغسل الادران والغبار بعد الصراخ يحل فصل السكات حيث تنضج الاحلام وتتوثق الخطي ويبزغ الاصرار علي معانقه الصمت الفعال مما كتبته عن الروايه نشر في التقرير
0,Negative,القصه ذكرتني بقصه في ديسمبر ،، الروايه جمييله جدا ،، دائما مايكون في بالي ان اكتب تعليقا طويلا،، ولكني مايزعجني في هذه الروايات هي التجاوزات فيها تكون جميله ولكن التجاوز فيها يفقد جمالها كمسلمين يشربون خمرا ، تسافر وحدها لتلتقي مع شخص غريب والكثير ولكن في النهايه الروايه اعجبتني واللغه فيها ايضا، مايسحرني هو اللغه
1,Positive,جيد ك سويت جيد ك سويت غرفه وصاله ومطبخ تحضيري و حمامين مقابل درهم اماراتي الفندق يعتبر قديم يحيط بالفندق بعض الخدمات كالمطاعم و البقالات
0,Negative,لا انصح بهذا الفندق كل شيء دون المستوي لايصل الي مستوي فندق
2,Mixed,الكتاب حلو جدا خلاني ادور علي اصل قصه هاروت وماروت واتضح لي بعد البحث ان الحكايه في المجمل صحيحه كما اوردها باكثير والقصه كما وردت في الحديث كما رواها ابن حنبل في مسنده كالتالي عن ابن عمر رضي الله عنهما انه سمع النبي صلي الله عليه وسلم يقول ان ادم عليه السلام لما اهبطه الله الي الارض قالت الملائكه اي رب اتجعل فيها من يفسد فيها ويسفك الدماء، ونحن نسبح بحمدك ونقدس لك؟ قال اني اعلم ما لا تعلمون قالوا ربنا نحن اطوع لك من بني ادم، قال الله تعالي للملائكه هلموا ملكين من الملائكه حتي نهبطهما الي الارض، فننظر كيف يعملون قالوا ربنا هاروت وماروت، فاهبطا الي الارض، ومثلت لهما الزهره امراه من احسن البشر، فجاءتهما فسالاها نفسها فقالت لا والله حتي تتكلما بهذه الكلمه من الاشراك، فقالا والله لا نشرك بالله شيئا ابدا، فذهبت عنهما، ثم رجعت بصبي تحمله، فسالاها نفسها، فقالت لا والله حتي تقتلا هذا الصبي، فقالا لا والله لا نقتله ابدا، فذهبت، ثم رجعت بقدح خمر تحمله، فسالاها نفسها، فقالت لا والله حتي تشربا هذا الخمر، فشربا فسكرا، فوقعا عليها، وقتلا الصبي، ولما افاقا قالت المراه والله ما تركتما شيئا ابيتماه الا قد فعلتماه حين سكرتما، فخيرا بين عذاب الدنيا وعذاب الاخره، فاختارا عذاب الدنيا
0,Negative,الفكره جيده، لكن الكاتب عبر عنها باسلوب تافه و طفولي و مباشر جدا بحيث لم يترك مجال للقارئ ان يتوسع في الخيال و احتوت الروايه علي حوارات مفرطه الطول لا داع لها و مجموعه من العبر و الحكم الباليه نجمتين؛ واحده تقديرا لجهد الكاتب الذي كتب صفحه، و الثانيه للفكره و الغايه النبيله للروايه فهي تتحدث عن النهضه و التغيير و تنتقد وضع البلاد الاسلاميه حاليا
2,Mixed,جلسه مناقشه الكتاب الثانيه لنادي بخطوه هي هكذا الكتاب من الكتب الفكريه المناسبه للمبتدئين بمجال الفكر الكتاب بشكل عام كان فيه بعض السلبيه كتاب مبسط من كتب عبد الكريم بكار ، سلس و خفيف الكتاب واقعي و شامل يشعر باهميه بعض الايات و الاحاديث ميز الكتاب امثلته لكل المواضيع المطروحه الكتاب يبعث علي الطموح من ترك شيئا لله عوضه الله خيرا منه افتخار الناس بالباطل وهذا من الاخطاء و المشاكل الشائعه اهميه معرفه تاريخ الماضي لمعرفه الحاضر لا تتاثر كثيرا بكلام الناس خذ ما يعجبك منه فقط تقييم الكتاب
0,Negative,حاول نبيل فاروق ان يقلد روايه الكرنك لعمنا نجيب محفوظ من حيث الاطار العام للحدوته المقهي ، دخول المعتقل ، التعذيب ، قصه حب ، شباب مثقف و انهاها في الاخر ب يناير لماذا يصر نبيل فاروق علي هذا الاستسهال فيما يكتب خصوصا ان له جمهور عريض من القراء سوف يقرا اي شييء ينزل في السوق باسمه والرجل اصبح زي عمرو دياب يعني لو نزل شريط اقصد كتاب فاضي ورق بس هيبيع برضو
0,Negative,ردود الفعل علي هذه الروايه لم تكن مشجعه جدا واقصد بردود الفعل مراجعات القراء هنا في ، و منذ البدايه ساورني شعور بانها لن ترقي لتوقعاتي لكنني راهنت علي الكاتب والروايه وليتني لم افعل اذ خسرت الرهان وذلك للاسباب التاليه الاخطاء الاملائيه اقحام التساؤلات الفلسفيه والايات القرانيه والمعلومات التي لا علاقه لها بسياق الكلام في الحوارات الاقتباسات الحرفيه احيانا والاستعارات المستوحاه من القران الكريم التي كانت اضافه غير موفقه سطحيه الشخصيات التي لا توصف ومثاليتها المبالغ فيها واخص بالذكر ابطال الروايه وائل وشوق الرومانسيه المبتذله التي سببت لي الاحباط النهايه المضحكه والغير مقبوله للاسباب السالفه الذكر واكثر اجد الروايه عباره عن كارثه اري ان فكره الروايه رائعه وجيده ، اسلوب الكاتب سهل ، الجانب الرومانسي منها طغي عليها وافقد الاحداث السياسيه ، والاجتماعيه معناها ، اعتقد انه من الممكن لهذه الروايه ان تنجح مالم يقم الكاتب باضافه الجانب الرومانسي فيها اعجبتني بعض الاقتباسات من الروايه واضافته لنص من كتاب اخلاق الوزيرين لابي حيان التوحيدي بالاضافه الي الاسباب السته السابقه ، بناء الروايه ركيك جدا وهش اشبه بحوارات الافلام الهنديه الرديئه ، وامثله ذلك كثيره لكن ساذكر بعض الامثله التي اثارت حنقي طمانه فيصل واكد له بان شوق تحبه ولا يمكن ان يخسرها هذه العباره كانت من منتصف الاحداث ، الكاتب لم يذكر منذ البدايه اي موقف او حوار جمع بين فيصل وشوق ، او حتي ان وائل اخبر فيصل عنها الا في نهايه الروايه كيف طمانه واكد له يتشاجر وائل وشوق في بدايه الاحداث وفجاه تقول له قل لي شيئا عنك واخبرها قصه حياته ، وعندما ذكر زوجته المتوفاه انصرفت عنه ففهم انها قد تضايقت من ذلك الثقه لدي بطلي الروايه تصل الي حدود النرجسيه هذا الحوار من بدايه الروايه صفحه و و ماذا تريدون مني ؟ من تقصد ب تريدون ؟ انت والملك ؟ انا لا اريد شيئا ، بل جلالته من يريد وماذا يريد جلالته ؟ لا ادري ، لماذا لا تساله بنفسك ؟ هل هذه لعبه يا خالد ؟ لعبه هممم نعم ، انها لعبه ككل شيء في هذه الحياه اليست النساء لعبا لدي الرجال والعكس ؟ اليس المال لعبه لدي صاحبه ؟ اليست اجمل لحظات احدنا مع اطفاله عندما يلعب معهم ؟ الم يقل الله في القران وما الحياه الدنيا الا لعب ولهو فلماذا اذا نصر علي ان نكون جادين فيها حد القتامه ؟ ولكن يبدو لي ان الله تعالي كان يحذرنا من اللعب واللهو فيها ، لانه قال في تكمله الايه وللدار الاخره خير للذين يتقون افلا تعقلون ولماذا خلقنا فيها اذا ؟ لماذا نحن هنا ؟ لماذا وضع فينا كل الشهوات والرغبات ، ثم قال لنا اكبحوها ؟ ليمتحننا ربما ولماذا يمتحننا ؟ ما الهدف من كل هذا ؟ لماذا اخرج ادم من الجنه ؟ والسؤال الاهم ، لماذا خلقه ؟ لم يستطع احد ان يجيب عن هذا السؤال حتي الان كل الفلاسفه والمفكرين علي مر التاريخ عجزوا عن الوصول الي اجابه واذا سالت رجلا في الشارع ، فيسقول لك ان الهدف من خلقنا هو ان نعبد الله ، حيث قال تعالي في القران وما خلقت الجن والانس الا ليعبدون ثم اذا سالته لماذا يريدنا ان نعبده ؟ هل هو في حاجه الينا او لعبادتنا ؟ فسيقول لا ؟ اذا لماذا خلقنا لنعبده ؟هنا سيتوقف الجميع عن طرح الاجابات ، وسيبدؤون في التفكير الي ان يصلوا الي الطريق المسدود الذي وصلت اليه ابتسم خالد وشعر بتقارب بينه وبين وائل ظل محدقا فيه ثم قال لندخل الان ، فلقد حان وقت اللعب نلاحظ هنا ان الحوار الفلسفي اتي من اللامكان الكاتب يملك افكار وتساؤلات يريد ان يطرحها لكن لا يعرف كيف فلم يجد الا الحوارات المسكينه ليقحم فيها معتقداته ومعلوماته بطريقه مجحفه بحق الروايه ، اعتقد لو صاغ الحوارات بطريقه عفويه اكثر لكان افضل او ليحذفها من الحوارات منذ البدايه فحتي افكاره وتساؤلاته وبعض معلوماته التي طرحها لا تمت لموضوع الروايه بصله بالاضافه الي انه لا توجد كلمه بالفصحي تعبر عن هذه الفكره كما هي في بالي لذلك ساقولها بالعاميه وائل ثقييل دم وشوق خفيفه وردات فعلها مبالغ فيها جدا استفزني تمجيده المبالغ فيه لدبي ، وبطل العجب اذ عرفت السبب حين قرات علي الغلاف كاتب اماراتي مع احترامي ومحبتي لاخواننا الاماراتيين في كل مكان ختاما رسائل الخميس عباره عن افكار مكرره وممله جدا غير مترابطه بتاتا جمعهم في صفحات ليزيد بها من حشو الروايه ، اكثر من صفحه مما مجموعه صفحه كانت تحت عنوان رسائل الخميس ، وباستثناء الصفحات التي كانت تكتب فيها شوق رسائلها في يومياتها وردوها لوائل علي رسائله اعتقد ان الروايه الاصليه سيكون عدد صفحاتها صفحه علي الاكثر للاسف حاولت ان اكملها رغم كل الصراعات التي تدور بداخلي ، ولانني لا استطيع ترك كتاب بدون اكماله ارغمت نفسي واهملت صفحات رسائل الخميس في منتصف الكتاب لاكمل احداث الروايه فقط خلاصه ما سبق اعلاه انها كانت تجربه سيئه للغايه ، القراءه الاولي لياسر حارب وستكون الاخيره باذن الله
1,Positive,فندق مميز غرفه مفرده جيده باطلاله اماميه علي الشارع الرئيسي الخدامات المقدمه مرضيه وبسرعه جيده خدمه النت مريحه وسرعه جيده المطعم جيد والاكل لذيذ خدمه نمظيف الغرف منتظمه محترمه وجيده كادر الاستقبال سمح ومريح ومتعاون
2,Mixed,متوسط المستوي لا شي يذكر اشياء كثيره
0,Negative,اتمني يتحسن عادي جدا الواي فاي مره زفت ومعفن ومافيه اي تعاون من الموظفين ولااي استجابه
2,Mixed,الايجابيات غلاف تحفه ورعه جدااا السرد كويس لحد ما ربطها بين العالمين كان حلو وبشكل سلس السلبيات في فترات حسيت بممل النهايه ماحبتهاش خالص نظره عامه روايه كوبسه لحد ما بس كنت متوقع احسن من كده سلاااااااااااااااااااااموز
0,Negative,اعجبت باسلوب الكاتبه كثيرا و وصفها لبعض الامها بطريقه اندهشت لها كثيرا و لكن ما لم يعجبني هو جزء من محتوي الروايه طريقه مناقشتها للاديان و علاقه المراه بالرجل الشرعيه منها و غير الشرعيه بصراحه اثارت اشمئزازي و كنت افكر بترك الروايه و قد وصلت للصفحه ال احسست انني لا احتاج ان اقرا تفاصيل عميقه عن تلك العلاقات لكن فكره انها امراه تتكون او انها تشعر بانها تتكون من طابقين شدني كثيرا لكي اعرف لم و كيف هي من طابقين؟ اعترف انني اول مره اقرا روايه بالعربيه و تكون بتلك الجراه الواضحه التي لم تعجبني خاصه من امراه شرقيه لم اعطها اكثر من نجمتين بسبب ان الجزء الذي كرهته كان يمثل معظم الروايه و لكن كما قلت اعجبت باسلوبها في الوصف و ايضا في فكره انها تتكون من طابقين يمزقانها بسبب تناقضهما المحير
2,Mixed,القسوه اختراع بشري، الحيوانات لا تعذب بعضها البعض، نحن نفعل ذلك، نحن الكائنات القاسيه الوحيده علي هذا الكوكب زيزيتو ان الحيوانات والوحوش، علي خلاف الانسان، لا تمارس ذلك كله
0,Negative,هو عادي لما اوصل لصفحه ومقدرش اكمل قرايه؟؟؟ الفيلم ده مشفتوش قبل كده فين؟؟؟ اتهرس مليون مره بخلاف مزهوله والغلطات التانيه الي بتقف في الزور والرومانسيه الي مش قابلاها خالص دي لحد دلوقت فين معاناه مالك ؟؟؟ طالب جامعه مفتوحه بعد الدبلوم والده اتوفي وهو شال مسئوليه بعد وفاه والده عن امه واخته وبس اتعين في وظيفه حكومي اللي اجيال كتيره مش لاقياها وكمان عنده محل عطور الدموع جريت في عيني مالتاثر ومريم الي بيحبها زعلت منه عشان حضنها فالشارع ولف بيها مرتين من غير ماياخد اذنها ولا يقولها لحد هنا ومرارتي مش هتستحمل اكتر من كده الشخصيه المعذبه الي عايش فيها كده ومش هكمل الكتاب للاسف
1,Positive,طبعا تقدم كبير لاحمد مراد بالمقارنه بفيرتيجو لكن اقل من الفيل الازرق العيب الملحوظ في كل كتاباته هو اعتماده علي نسيان القارئ للتفاصيل الصغيره، فمش حيدق لما يوصل لنهايه الكتاب ويكتشف فجاه ان الحل ابسط مما يكون مع انه مش متماشي مع بعض التفاصيل السابقه لكن علي العموم كتاب ظريف وبيخلص هواا
2,Mixed,افضل شي الافطار المسبح والصاله الرياضيه لايوجد اي موظف والاجهزه متعطله
1,Positive,فظيع ، يذكرك بانت ما يجب ان تكون عليه ، ان تفكر بهذا باستمرار بوعي ودرايه وحس وذهن مدرك يقرصك ويحاكي داخلك بقوه تجبرك علي الانصات حتي اخر رمق دفعه واحده
1,Positive,فندق راقي الراحه والهدوء والنظافه الفخامه والموقع المرافق الواي فاي ضعيف البطء في اجابه الطلباتزحمه عند الفطور
1,Positive,جيد النظافه والهدوء والموقع
2,Mixed,ابورنيم الموقع فقط وقربه من مستشفي الحبيب الطبي ازعاج الجيران ولايوجد عازل صوت دورات المياه قديمهالسرير غير مريح الفرش متوسطهالمواقف سيئه ولاتوجد
2,Mixed,يكمن جمال سيره د جلال امين في انها تشعرك الي اي مدي حياتك انت مليئه بتفاصيل تستحق ان تروي، مهما كانت عاديه، فهي ليست مكرره د جلال رجل من اسره متوسطه، سافر في بعثه لانجلترا، تزوج من انجليزيه، عاد لمصر وانجب ثلاثه ابناء، اشتغل بالتدريس، والف عده كتب لا شئ استثنائي في الخطوط العريضه لحياته، البهريز في التفاصيل، وطريقه العرض اعتقد ان السيره الذاتيه الناجحه هي التي تستشعر فيها التلقائيه، ولا يمكن لكاتب باي حال ان يخدع قراؤه بانه يروي الحقيقه لفتره طويله، فقد استرسل د جلال في الحديث عن تفاصيل ظننت معها انه نسي ان ما يكتبه سيعرض علي اخرين كما انها تكشف شخصيته شيئا فشيئا، ولا يحق لي ان اعلق علي شخص د جلال او انصب نفسي حكما علي تصرفاته لكن اكثر ما لفت نظري في شخصيته هو اعتداده الشديد بارائه، خصوصا عندما يثبت له ان رايه كان سليما حيال امر ما، فكانت اكثر جمله تتكرر كل بضع صفحات هي وقد ظهر لي ان رايي كان صحيحا كما انني بهرت بثقافته الواسعه، واطلاعه علي كم عجيب من الكتب، ومشاهدته للمسرحيات العالميه انها اشياء مثيره للاعجاب كما انني تمنيت للحظه لو كان لدي اخ او صديق بمعرفه ولغه وعقليه حسين اخيه خطابات حسين تستحق ان تدرس كنموذج لكيفيه تنسيق الافكار ومن ثم التعبير عنها بديعه ان هذا الجزء يفوق الاول صراحه وجراه في ذكر وقائع عن شخص د جلال وعائلته، ولن ازعم انه فعل ذلك للتاكيد علي انه كان شابا عاديا يقترف الاخطاء، لكنه قالها لانه يراها عاديه، ولا يضيره انه تروي لا اكثر ولا اقل وبرغم ذلك، فقد استمتعت اكثر بالجزء الاول، ولا اعرف السبب علي وجه التحديد
0,Negative,مخيب للامل يوجد حشرات و صراصير بالغرفه وقد قمت بتغير الغرفه مرتين
0,Negative,شويه نكت حلوه
2,Mixed,كتاب رائع جدا و يتناول فتره هامه في التاريخ الاسلامي و البشريه كلها علي الرغم من التحيذ في بعض العصور لكنه يظل الافضل في وصف التاريخ الاندلسي من الفتح الي السقوط
2,Mixed,روايه تحكي قصه عبدالله المجاهد الذي غادر ارض الحرمين متوجها لافغانستان بعد بدء الغزو الامريكي لافغانستان بمسانده تحالف الشمال ، ثم مغادره اخوه احمد للبحث عنه ثم الحديث عن التكفير وتاثر الشباب به في تلك الفتره انها تعرض كيفيه التعذيب التي واجهها ما سماهم المؤلف ب المجاهدين العرب وغيرهم
1,Positive,كتاب ظريف يعرض حال المجتمع المصري من خلال حكايات اصحاب التكاسي
0,Negative,دفعت اكثر مما اعطاني الفندق وغير مكاني اللي حجزته الحجز كان جناح تنفيذي واسكنني الفندق بالدور الثالث حيث جمع غرفتين وصاله سيئه الفرش والاثاث والمطبخ لانستطيع الدخول لان الثلاجه خلف الباب ولا يتناسب مع مادفعته من قيمه ومعامله الاستقبال سيئه الحجز كان جناح تنفيذي واسكنني الفندق بالدور الثالث حيث جمع غرفتين وصاله سيئه الفرش والاثاث والمطبخ لانستطيع الدخول لان الثلاجه خلف الباب ولا يتناسب مع مادفعته من قيمه ومعامله الاستقبال سيئه
2,Mixed,مقبول بعض موظفين مطعم بيتش هاوس لا يعيرون اي اهتمام للزوار
2,Mixed,هي كل الجرائم التي تقع بدايه في ظلمه الليل ثم تصبح غير ابهه لان تكون في وضح النهار تلك الجرائم الصامته، يخيل اليك من فداحتها ان الجميع سيهب للنجده لتجد ايديهم حول عنق الضحيه تتسابق لخنقها مع قاتلها الاول الانسانيه الضائعه، والحقوق المكبله، و الوطن السليب والنهايه واحده مادام الصمت اعلي من طلقات التحرير في الغربه لاتستطيعين ان تدعي امتلاكك ل شيء ما، في الغربه انت لاتملكين سوي حلمك تستطيعين ان تقولي هذا حلمي لكنك اذا ماقلتي هذا بيتي و هذا ولدي فانك لا تملكين الحق في ان تقولي بان لك حلمك الخاص في العوده الي وطنك
0,Negative,الخلاصه السياسه اقبح ما فينا من زمان
0,Negative,تجربه سيئه جدا السرير غير مريح الافطار سيئ جدا وغير متنوع البعوض اكثر من بعوضات في الغرفه عدم النظافه بشكل عام ولكن البعوض سيء جدا جدا كانت تجربه سيئه جداايضا رائحه الدخان في الغرفه القويه ثم تم تغيير الغرفه لغرفه اخري ولكن البعوض موجود ايضا
2,Mixed,خرجت منه بعدد من الاقتباسات الجميله
1,Positive,كتاب الحريه او الطوفان لحاكم المطيري من الكتب التي تتحدث عن مفهوم الدوله الاسلاميه والتطورات التي حدثت علي هذا المفهوم عبر تاريخ الامه الاسلاميه، يقسم الكاتب كتابه الي عصور كما في الكتب الاخري التي ناقشت هذا الموضوع، وهي دوله الرسول عليه الصلاه والسلام والخلافه الراشده والملك العاض والملك الجبري، وبكلمات اخري يقسمها الي فترات الخلافه الراشده ثم الخلافه الامويه حتي عصرنا الحاضر ثم هذا العصر من بدايه الاستعمار الغربي للدول الاسلاميه وحتي الان تم التقسيم تحت مسميات ثلاث مرحله الخطاب السياسي الشرعي المنزل مرحله الخطاب السياسي المؤول مرحله الخطاب السياسي المبدل في كل مرحله شرح الكاتب اهم الميزات التي قام عليها مفهوم الدوله الاسلاميه بحيث اشتملت المرحله الاولي علي عشره عناصر رئيسيه قامت عليها وهي ضروره الدوله للدين وانه لا دين بلا دوله ضروره اقامه السلطه وانه لا دوله بلا امام ضروره عقد البيعه فلا امامه بلا عقد انه لا عقد بيعه الا برضا الامه واختيارها لا رضا بلا شوري بين المسلمين في امر الامامه انه لا شوري بلا حريه ان الحاكميه والطاعه المطلقه لله ولرسوله تحقيق مبدء العدل والمساواه حمايه الحقوق والحريات الانسانيه الفرديه والجماعيه وصيانتها وجوب الجهاد في سبيل الله هذه الفتره التي يدعو الكاتب الي الرجوع اليها واحياء قيمها واعتبارها الاصل في كل اصلاح لهذه الامه وان لا نجاه ولا حياه الا بتطبيق هذه المبادئ التي تحقق شروط العدل والحريه والمساواه وان الامه مسؤوله عن اختيارها وان الحاكم هو مجرد خادم لها انتخبته للقيام بما يصلحها ويصلح احوال الرعيه والبلاد، فاذا زاغ الحاكم عن هذا او انحرف بمساره يجب علي الامه ان تنصح له فان لم يستجب لها وجب عزله في مرحله الخطاب السياسي المؤول، والذي كانت بدايته من سقوط خلافه عبدالله بن الزبير حيث اعتبر خروجه علي الامويين والمبايعه له بالخلافه هي الاصل وان اسقاطه كان المرحله الاولي التي يقوم بها شخص او عصبه بانقلاب غير شرعي علي خيار الامه وحتي بدايه الاستعمار الغربي لبلاد المسلمين، وتتضمن هذه المرحله مصادره حق الامه في اختيار الامام وتحول الحكم من نظام شوري الي وراثه مصادره حق الامه في المشاركه والشوري غياب دور الامه في الرقابه علي بيت المال تراجع دور الامه في مواجهه الظلم ولانحراف وكما يقول الكاتب ان هذه المرحله ليست هي الاصل فيما قام عليه هذا الدين وان ما جاء فيها هو اجتهادات لبعض الائمه في معظمها كانت محاباه للحاكم خصوصا في العصر العباسي وما تلاه من الخلافه العثمانيه وعصر المماليك وان الفقه الاشعري اسس لهذه النظريات الفقهيه وقام بنشرها بمعاونه الخلفاء الذين وجدوا فيه اكبر معين علي بقائهم وسيطرتهم علي الامه في المرحله الثالثه وهي مرحله الخطاب السياسي المبدل، شهدت الامه بعض المحاولات الاصلاحيه الخجوله وكان رائد هذه المحاولات هو جمال الدين الافغاني ومحمد عبده ومحمد رشيد رضا وانهم حاولا العوده بالامه الي المرحله الاولي من الخطاب السياسي الا وهي مرحه الخطاب المنزل، الا ان محاولاتهم لم تنجح لتفشي الجهل والخوف وقوه الخطاب السياسي المؤول في تلك الفتره وكانت البدايه الفعليه للخطاب المبدل هو سقوط الخلافه وتجلي بدايتها في كتاب علي عبدالرزاق الاسلام ونظام الحكم، الذي قال فيه ان لا دوله في الاسلام وان هذه بدعه ابتدعها اصحاب الميول لتعزيز سلطانهم باستعمال الدين من اهم ما تضمنته هذه المرحله اثبات عدم مروعيه الخلافه اثبات مشروعيه التحاكم الي القوانين الوضعيه اثبات عدم مشروعيه الجهاد في الاسلام
0,Negative,اعرف لماذا انتابني الشك اثناء قراته ن المعلومات الموجوده بداخله حول محمد عبد الوهاب مكتوبه بقمه البرود اعجبتني بعض الصفحات والباقي ن جديد يطرح فيه عن العراق وخصوصا الخ ف بين السنه والشيعه والخ امر مفروغ منه
1,Positive,فخامه وراحه الفندق جميل وفخم طاقم العمل متعاون وسريع الخدمه ممتازه والتعامل راقي كانت رائحه الخشب من الغرفه سيئه وطلبت تغيير الغرفه وتم تغيرها بسرعه الاناره جدا ضعيفه
1,Positive,بعد عمر احسبني اضعته انقب في خلجات قلبي وبين ترددات روحي ، عثرت علي ضالتي في هذا الكتاب فقد والله ثقل الحمل علي صدري ، انشد متنفسا لي في كلماتي من فرط ما اسرف الشعور عليه ، فما وجدت فطفقت ابحث في روايات العاشقين واشعار المحبين عمن ينقله عني كما هو في نفسي حتي اعثرني السؤال بحثت طويلا ، حتي اذا ما تمكن الياس مني ، واحسست من الوحده كما لو سلكت من فكري طريقا خلاء من العالمين وايقنت ان لا معتصم ، كان القدر ؛ قدر اللقاء بالرافعي ، وقدر القلوب المجبه دوما ان تجتمع وان ضرب بينها عمر وحياه هذي رسالات الرافعي ، ولا املك لك من بيانها الا ان اقول لك خذها فاستبصر لنفسك من وحيها صراطا في مدارج المحبين ولعلي يوما اعود الي هذه الرق اتلمس من صوره الرافعي ارسمها حتي يراه الخلق كما لو انه ماثل امامهم علي مشهد منهم ، ولكن فرشاه حروفي لا ترقي لهكذا تصوير وانامل الحس مني تقف عاجزه امام هذا الخلق الكريم رحمك الله يا رافعي
